username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;;;;
katieb1970;05/03/2018 12:08;0;1;Hahaha! #himtoo;;;#himtoo;9,70617E+17;https://twitter.com/katieb1970/status/970616920683794436;;;;;
moussetofficial;05/03/2018 11:38;0;3;Schönen Montag euch... @jimmykimmel oscar_awardsofficial #himtoo https://www. instagram.com/p/Bf8D5zgFSH3/;;@jimmykimmel;#himtoo;9,70609E+17;https://twitter.com/moussetofficial/status/970609380117893120;;;;;
gohawks99;05/03/2018 07:33;0;0;#metoo = #himtoo;;;#metoo #himtoo;9,70548E+17;https://twitter.com/gohawks99/status/970547955810885639;;;;;
MichaelMacko;05/03/2018 07:18;0;2;Jimmy Kimmel as the host? He started his television career with “The Man Show” it included skits such as having women dig through his pockets for something and him telling them to “suck it” look it up. He’s never acknowledged or apologized, he’s part of this too. #himtoo;;;#himtoo;9,70544E+17;https://twitter.com/MichaelMacko/status/970544118362529792;;;;;
jerZboyUSA;05/03/2018 07:17;0;0;#HimToo;;;#HimToo;9,70544E+17;https://twitter.com/jerZboyUSA/status/970543885058326528;;;;;
stephensacks;05/03/2018 06:44;0;0;. @kobebryant got an @TheAcademy Award? #HimToo ? Apparently 6’5 is cutoff for scorn by #metoo #Hollywood #Oscars;;@kobebryant @TheAcademy;#HimToo #metoo #Hollywood #Oscars;9,70536E+17;https://twitter.com/stephensacks/status/970535508953645057;;;;;
jerZboyUSA;05/03/2018 06:29;0;0;Yup. #HimToo;;;#HimToo;9,70532E+17;https://twitter.com/jerZboyUSA/status/970531822902784001;;;;;
UncleGibby1;05/03/2018 06:11;0;1;"If they added him to the memorial, it may have taken away from one of the  women in film moments "" during the show. #overkill Powers deserved better... #himtoo""";;;#overkill #himtoo;9,70527E+17;https://twitter.com/UncleGibby1/status/970527257650450433;;;;;
BookofJonah;05/03/2018 05:32;0;0;#HimToo;;;#HimToo;9,70517E+17;https://twitter.com/BookofJonah/status/970517268374278145;;;;;
neveradamnjoy;05/03/2018 05:30;0;0;#himtoo https:// twitter.com/thedailybeast/ status/970516460165586944 …;;;#himtoo;9,70517E+17;https://twitter.com/neveradamnjoy/status/970516906963849216;;;;;
damianholbrook;05/03/2018 05:25;3;8;#himToo;;;#himToo;9,70516E+17;https://twitter.com/damianholbrook/status/970515662346039297;;;;;
angieschendt;05/03/2018 05:25;0;2;Remember when Kobe got away with it? #himtoo https:// broadly.vice.com/en_us/article/ 4378e3/kobe-bryant-oscars-rape-accusation …;;;#himtoo;9,70516E+17;https://twitter.com/angieschendt/status/970515589738442752;;;;;
werocktheplanet;05/03/2018 05:19;0;0;Koby Bryant!? #HimToo;;;#HimToo;9,70514E+17;https://twitter.com/werocktheplanet/status/970514129936158720;;;;;
werocktheplanet;05/03/2018 05:18;0;0;Jerry Lewis!? #Himtoo;;;#Himtoo;9,70514E+17;https://twitter.com/werocktheplanet/status/970513942945652736;;;;;
realkgmoney;05/03/2018 05:09;0;0;Better then what #KobeBryant won a #Oscar for #himtoo;;;#KobeBryant #Oscar #himtoo;9,70512E+17;https://twitter.com/realkgmoney/status/970511634220421120;;;;;
realkgmoney;05/03/2018 05:08;0;0;How do they give an award to #KobeBryant #himtoo;;;#KobeBryant #himtoo;9,70511E+17;https://twitter.com/realkgmoney/status/970511433225162752;;;;;
Jess_Greer;05/03/2018 04:56;0;0;The guy who goes on nightly TV lecturing us on virtue, equality and morality...is hosting the #Oscars . Oh, and he did this too. #HimToo #TurnItOff #KimmelIsAPig https://www. youtube.com/watch?v=_W0s85 7R90U …;;;#Oscars #HimToo #TurnItOff #KimmelIsAPig;9,70508E+17;https://twitter.com/Jess_Greer/status/970508250939445248;;;;;
jeffyule12866;05/03/2018 04:45;0;0;Of course Bryant wins Oscar #himtoo;;;#himtoo;9,70505E+17;https://twitter.com/jeffyule12866/status/970505435835961345;;;;;
danmonaghan;05/03/2018 04:36;0;0;#HimToo;;;#HimToo;9,70503E+17;https://twitter.com/danmonaghan/status/970503381268574208;;;;;
LiciousLounge;05/03/2018 04:30;0;0;#HimToo;;;#HimToo;9,70502E+17;https://twitter.com/LiciousLounge/status/970501826377338880;;;;;
amygrove;05/03/2018 04:21;0;0;#Himtoo ?;;;#Himtoo;9,70499E+17;https://twitter.com/amygrove/status/970499461108482048;;;;;
MovieFiend51;05/03/2018 04:08;0;1;#Oscars #Oscars90 Meryl Streep's husband has been a good sport 21 times. You can tell this guy doesn't want to be at an awards show, yet he soldiers on. #himtoo;;;#Oscars #Oscars90 #himtoo;9,70496E+17;https://twitter.com/MovieFiend51/status/970496266785435649;;;;;
YanktheMike;05/03/2018 04:01;0;0;#HimToo https:// twitter.com/devancoggan/st atus/970489573020184577 …;;;#HimToo;9,70494E+17;https://twitter.com/YanktheMike/status/970494376601440261;;;;;
REVMusicNY;05/03/2018 03:55;0;1;Women beware #himtoo https:// twitter.com/ryanseacrest/s tatus/970414386803126272 …;;;#himtoo;9,70493E+17;https://twitter.com/REVMusicNY/status/970492986227351552;;;;;
OllieLove44;05/03/2018 03:51;0;1;KOBE BRYANT #Himtoo #Oscars;;;#Himtoo #Oscars;9,70492E+17;https://twitter.com/OllieLove44/status/970491969402105857;;;;;
mcoyne04;05/03/2018 03:50;0;0;Here's some history... Remember The Man Show? #himtoo;;;#himtoo;9,70492E+17;https://twitter.com/mcoyne04/status/970491710970068992;;;;;
CoachMoWINS4L;05/03/2018 03:48;0;0;#HimToo ! Oscar;;;#HimToo;9,70491E+17;https://twitter.com/CoachMoWINS4L/status/970491181628055553;;;;;
beermetarbender;05/03/2018 03:47;0;0;#himtoo;;;#himtoo;9,70491E+17;https://twitter.com/beermetarbender/status/970490883970863106;;;;;
JeffreyKCMO;05/03/2018 03:46;1;3;From rapist to Oscar winner. #HimToo;;;#HimToo;9,70491E+17;https://twitter.com/JeffreyKCMO/status/970490739091296256;;;;;
litre_cola_;05/03/2018 03:43;0;1;Ben Roethlisberger does. #himtoo;;;#himtoo;9,7049E+17;https://twitter.com/litre_cola_/status/970489960468893696;;;;;
golferlouie;05/03/2018 03:42;0;1;WINNER!! #himtoo https:// twitter.com/bradstinks/sta tus/970489375158145024 …;;;#himtoo;9,7049E+17;https://twitter.com/golferlouie/status/970489757972226048;;;;;
J_L_Rhea;05/03/2018 03:42;0;0;Is “Vanessa” the same woman Kobe was with when he raped that girl in 2003? #himtoo ? #AcademyAwards #oscars2018;;;#himtoo #AcademyAwards #oscars2018;9,7049E+17;https://twitter.com/J_L_Rhea/status/970489743279566848;;;;;
MidtownChico;05/03/2018 03:42;2;1;The Academy must have not heard about Kobe at Cordillera. #Himtoo;;;#Himtoo;9,7049E+17;https://twitter.com/MidtownChico/status/970489720462630914;;;;;
WhipItHits;05/03/2018 03:42;0;1;A rapist just won an Oscar #himtoo #Oscars2018;;;#himtoo #Oscars2018;9,7049E+17;https://twitter.com/WhipItHits/status/970489636404453376;;;;;
JFB710;05/03/2018 03:40;0;0;Weinstein should be proud that Kobe got an Oscar #HimToo;;;#HimToo;9,70489E+17;https://twitter.com/JFB710/status/970489148090990592;;;;;
Mr_Besteves;05/03/2018 03:39;0;1;#HimToo;;;#HimToo;9,70489E+17;https://twitter.com/Mr_Besteves/status/970489058450460672;;;;;
buzzbishop;05/03/2018 03:39;1;1;#HimToo https://www. hollywoodreporter.com/news/kobe-brya nts-rape-charge-i-885653 … pic.twitter.com/kOyI9s0EaV;;;#HimToo;9,70489E+17;https://twitter.com/buzzbishop/status/970489051642908672;;;;;
Mr_Besteves;05/03/2018 03:39;0;1;#HimToo;;;#HimToo;9,70489E+17;https://twitter.com/Mr_Besteves/status/970488953596989440;;;;;
DennisThePerrin;05/03/2018 03:39;0;3;Kobe Bryant wins an #Oscars . #HimToo;;;#Oscars #HimToo;9,70489E+17;https://twitter.com/DennisThePerrin/status/970488949293682689;;;;;
Trike;05/03/2018 03:23;0;0;Lindsay Vonn cuts off her sleeves and nothing. This guy does it and the attack dogs come out. #HimToo;;;#HimToo;9,70485E+17;https://twitter.com/Trike/status/970484897574920192;;;;;
WalterSwithoneT;05/03/2018 03:10;0;0;I just caught up on SNL and I have to say @Migos ‘s style is best described as Cosby Gangsta #jellopudding #HimToo;;@Migos;#jellopudding #HimToo;9,70482E+17;https://twitter.com/WalterSwithoneT/status/970481705457999874;;;;;
stephensacks;05/03/2018 03:02;0;0;#HimToo ? @kobebryant nominated for an #Oscar ? Crazy. http:// dailym.ai/2FTxWcm via @DailyMailCeleb;;@kobebryant @DailyMailCeleb;#HimToo #Oscar;9,7048E+17;https://twitter.com/stephensacks/status/970479719844954112;;;;;
Borkspun;05/03/2018 02:57;0;1;Gonna be real awkward when #MeToo comes for #HimToo;;;#MeToo #HimToo;9,70478E+17;https://twitter.com/Borkspun/status/970478418897915904;;;;;
MHanson62;05/03/2018 01:34;0;0;#himtoo;;;#himtoo;9,70457E+17;https://twitter.com/MHanson62/status/970457414431657984;;;;;
JimiChanga2shea;05/03/2018 01:07;0;0;Hipster douche #Himtoo;;;#Himtoo;9,70451E+17;https://twitter.com/JimiChanga2shea/status/970450716455260160;;;;;
die_dominique;04/03/2018 23:36;0;1;#askhimmore #himtoo;;;#askhimmore #himtoo;9,70428E+17;https://twitter.com/die_dominique/status/970427690405842946;;;;;
mcoyne04;04/03/2018 22:53;0;3;#himtoo pic.twitter.com/PeAZ0YXF1H;;;#himtoo;9,70417E+17;https://twitter.com/mcoyne04/status/970417010046742529;;;;;
PamelaNathan1;04/03/2018 22:28;0;0;Unbelievable. Her jilted fiancé will be interested in this I would think - and has every reason to be. He is never included in thoughts of sympathe as are Barnaby's wife, daughters and V Campion. #himtoo;;;#himtoo;9,70411E+17;https://twitter.com/PamelaNathan1/status/970410790334341120;;;;;
Truth_B_Free;04/03/2018 21:39;0;0;Typical HellyWeird. I'm sure they have abortions for animated ass babies too... #Himtoo;;;#Himtoo;9,70398E+17;https://twitter.com/Truth_B_Free/status/970398368152272896;;;;;
oso1mex;04/03/2018 20:32;0;0;Stormy Daniels Trump @realDonaldTrump #realDonaldTrump #PresidentsDay2018 #youremindmeofmydaughter #ivankadaniels #stormytrump #std #richandraunchy #sleazy #perverts #ugghhhffff #ewww #AcademyAwards #trumpsexprobe #himtoo #trumptoo #MeToo #cochino http://www. tmz.com/2018/03/04/the -oscars-donald-trump-stormy-daniels-photo …;;@realDonaldTrump;#realDonaldTrump #PresidentsDay2018 #youremindmeofmydaughter #ivankadaniels #stormytrump #std #richandraunchy #sleazy #perverts #ugghhhffff #ewww #AcademyAwards #trumpsexprobe #himtoo #trumptoo #MeToo #cochino;9,70381E+17;https://twitter.com/oso1mex/status/970381367501471745;;;;;
MichaelMacko;04/03/2018 19:01;0;1;This shouldn't have to happen... @TaranaBurke @MeTooMVMT @TIMESUPNOW @RyanSeacrest @e_entertainment @ABCNetwork @DisneyStudios @KellyRipa @TheAcademy #HimToo #metoo #timesup #RyanSeacrest #AcademyAwards #AcademyAwards2018 #oscars #enews #EntertainmentNews pic.twitter.com/9zUFS2UDV5;;@TaranaBurke @MeTooMVMT @TIMESUPNOW @RyanSeacrest @e_entertainment @ABCNetwork @DisneyStudios @KellyRipa @TheAcademy;#HimToo #metoo #timesup #RyanSeacrest #AcademyAwards #AcademyAwards2018 #oscars #enews #EntertainmentNews;9,70359E+17;https://twitter.com/MichaelMacko/status/970358638937346048;;;;;
MichaelMacko;04/03/2018 19:00;0;0;This shouldn't have to happen... @TaranaBurke @MeTooMVMT @TIMESUPNOW @RyanSeacrest @e_entertainment @ABCNetwork @DisneyStudios @KellyRipa @TheAcademy #HimToo #metoo #timesup #RyanSeacrest #AcademyAwards #AcademyAwards2018 #oscars pic.twitter.com/jYWMm3MRJj;;@TaranaBurke @MeTooMVMT @TIMESUPNOW @RyanSeacrest @e_entertainment @ABCNetwork @DisneyStudios @KellyRipa @TheAcademy;#HimToo #metoo #timesup #RyanSeacrest #AcademyAwards #AcademyAwards2018 #oscars;9,70358E+17;https://twitter.com/MichaelMacko/status/970358261617692674;;;;;
MichaelMacko;04/03/2018 17:07;0;1;@ABCNetwork @DisneyStudios @e_entertainment and @KellyRipa are putting profits over morals and the whole @MeTooMVMT @TIMESUPNOW movements, they need to know it won't be tolerated. #himtoo #metoo #TimesUp #AcademyAwards #AcademyAwards2018 #Oscars #RyanSeacrest https:// twitter.com/nytimes/status /970326273846337547 …;;@ABCNetwork @DisneyStudios @e_entertainment @KellyRipa @MeTooMVMT @TIMESUPNOW;#himtoo #metoo #TimesUp #AcademyAwards #AcademyAwards2018 #Oscars #RyanSeacrest;9,7033E+17;https://twitter.com/MichaelMacko/status/970330019733168132;;;;;
v_risner;04/03/2018 16:29;0;1;#HimToo @jimmykimmel;;@jimmykimmel;#HimToo;9,7032E+17;https://twitter.com/v_risner/status/970320289044336641;;;;;
RefinedMayhem;04/03/2018 15:59;0;1;"Sherman Alexie addresses the sexual-misconduct allegations that have led to fallout https://www. seattletimes.com/seattle-news/s herman-alexie-addresses-the-sexual-misconduct-allegations-that-have-led-to-fallout/?utm_source=twitter&utm_medium=social&utm_campaign=article_left_1.1 … Sherman Alexie is my favorite living writer. These allegations have made my head drop & think, Oh no. Not him too."" Others just did not surprise me. But... #HimToo ???""";;;#HimToo;9,70313E+17;https://twitter.com/RefinedMayhem/status/970312889142841349;;;;;
MichaelMacko;04/03/2018 15:50;1;0;As much as you think things have changed money still wins over decency in Hollywood, the @RyanSeacrest Scandal is the perfect example. Shame on @ABCNetwork @DisneyStudios @e_entertainment @KellyRipa you are all complicit. #himtoo #metoo #TimesUp #Oscars2018 #AcademyAwards2018 https:// twitter.com/time/status/97 0307886957191169 …;;@RyanSeacrest @ABCNetwork @DisneyStudios @e_entertainment @KellyRipa;#himtoo #metoo #TimesUp #Oscars2018 #AcademyAwards2018;9,70311E+17;https://twitter.com/MichaelMacko/status/970310617373519873;;;;;
ChaseHoerrner;04/03/2018 15:31;0;0;I met Joel Grey! I touched him! #HimToo;;;#HimToo;9,70306E+17;https://twitter.com/ChaseHoerrner/status/970305656053002240;;;;;
MichaelMacko;04/03/2018 15:09;1;0;Meanwhile down the block on the Hollywood Walk of Shame a life size statute of Ryan Seacrest is erected. #HimToo #TimesUp #metoo #Oscars2018 #AcademyAward #RyanSeacrest pic.twitter.com/qypwF8359u;;;#HimToo #TimesUp #metoo #Oscars2018 #AcademyAward #RyanSeacrest;9,703E+17;https://twitter.com/MichaelMacko/status/970300137565192193;;;;;
VMaitland;04/03/2018 14:57;0;0;#himtoo #metoo #falserapecharges https://www. instagram.com/p/Bf5131NBxUH/;;;#himtoo #metoo #falserapecharges;9,70297E+17;https://twitter.com/VMaitland/status/970297056907624448;;;;;
MichaelMacko;04/03/2018 14:47;0;1;@jimmykimmel is going to apologize live to all the women he objectified on The Man Show early in his career? #JimmyKimmel #themanshow #AcademyAwards2018 #oscars #himtoo #metoo #timesup @ABCNetwork @DisneyStudios;;@jimmykimmel @ABCNetwork @DisneyStudios;#JimmyKimmel #themanshow #AcademyAwards2018 #oscars #himtoo #metoo #timesup;9,70295E+17;https://twitter.com/MichaelMacko/status/970294586735284224;;;;;
oso1mex;04/03/2018 08:01;0;0;@realDonaldTrump #PresidentsDay2018 #realDonaldTrump @salmahayek #SalmaHayek #shitholeass #disgusting #UnfitForOffice #dangerous #richandraunchy #moneydoesntbuyyouclass #trumpsexprobe #trumptoo #himtoo #MeToo #pitoloco #putinatrompalina #viejoloco https:// apple.news/AFPAsxxdgS3Kit IVyNmrsoA …;;@realDonaldTrump @salmahayek;#PresidentsDay2018 #realDonaldTrump #SalmaHayek #shitholeass #disgusting #UnfitForOffice #dangerous #richandraunchy #moneydoesntbuyyouclass #trumpsexprobe #trumptoo #himtoo #MeToo #pitoloco #putinatrompalina #viejoloco;9,70192E+17;https://twitter.com/oso1mex/status/970192484776034428;;;;;
MichaelMacko;03/03/2018 22:04;0;0;#WEINCREST #HarveyWeinstein #RyanSeacrest #himtoo #TimesUp #MeToo #Oscars2018 #AcademyAwards #AcademyAwards2018 pic.twitter.com/RsGcoogvq8;;;#WEINCREST #HarveyWeinstein #RyanSeacrest #himtoo #TimesUp #MeToo #Oscars2018 #AcademyAwards #AcademyAwards2018;9,70042E+17;https://twitter.com/MichaelMacko/status/970042362037760001;;;;;
Kayla89840133;03/03/2018 21:57;0;0;#HimToo In addition to the #MeToo movement, how about we have a movement that helps men that are being abused.;;;#HimToo #MeToo;9,7004E+17;https://twitter.com/Kayla89840133/status/970040431928119296;;;;;
PamelaJacobson2;03/03/2018 19:18;0;1;Welcome to the beginning of the #HimToo movement. https:// twitter.com/DearAuntCrabby /status/969966110425731075 …;;;#HimToo;9,70001E+17;https://twitter.com/PamelaJacobson2/status/970000514325909506;;;;;
MichaelMacko;03/03/2018 08:24;0;0;Has everyone forgot about “The Man Show” where he his something in his pants pockets and had women fish it out and taped it, I know it was a 20 years ago, but I think it’s a big miss from this article. Back then we would have said #himtoo;;;#himtoo;9,69836E+17;https://twitter.com/MichaelMacko/status/969835944324067328;;;;;
jgriffin411;03/03/2018 08:07;0;0;Yay #HimToo ?;;;#HimToo;9,69832E+17;https://twitter.com/jgriffin411/status/969831504623923205;;;;;
dja1130;03/03/2018 05:49;0;3;#Himtoo;;;#Himtoo;9,69797E+17;https://twitter.com/dja1130/status/969796969584582656;;;;;
Randy_Inzlingen;03/03/2018 04:17;0;0;#HimToo;;;#HimToo;9,69774E+17;https://twitter.com/Randy_Inzlingen/status/969773793802567680;;;;;
belle819819;03/03/2018 03:38;1;2;REPORT: Inspector General Horowitz to Accuse Andrew McCabe of Improper Leaks to Media, Misleading Investigators http:// thegatewaypundit.com/2018/03/report -inspector-general-horowitz-accuse-andrew-mccabe-improper-leaks-media-misleading-investigators/ … an Accusation what will he ever do #himtoo;;;#himtoo;9,69764E+17;https://twitter.com/belle819819/status/969763909619109888;;;;;
udt_jr;03/03/2018 03:26;0;0;Where's Harvey Wall banger! #himtoo #MeToo #BoycottOscars #BoycottKimmel #BoycottJimmyKimmel #Hollywood @foxandfriends @HowieCarrShow @DiamondandSilk pic.twitter.com/OBgdlcirbE;;@foxandfriends @HowieCarrShow @DiamondandSilk;#himtoo #MeToo #BoycottOscars #BoycottKimmel #BoycottJimmyKimmel #Hollywood;9,69761E+17;https://twitter.com/udt_jr/status/969760921332707329;;;;;
BMDon4U;03/03/2018 03:25;0;0;#HimToo but nobody talks about it;;;#HimToo;9,69761E+17;https://twitter.com/BMDon4U/status/969760566725181440;;;;;
mikecameron51;03/03/2018 02:40;0;0;Man oh man, this guy just doesn't get it. He's gotta STFU and hope #metoo doesn't turn to #himtoo . #nothelpinghimself;;;#metoo #himtoo #nothelpinghimself;9,69749E+17;https://twitter.com/mikecameron51/status/969749337096978432;;;;;
dagblog;03/03/2018 02:37;0;0;#HimToo : can we take black beatings serious now? http:// dlvr.it/QJWmCs pic.twitter.com/0b1By7ukpw;;;#HimToo;9,69748E+17;https://twitter.com/dagblog/status/969748459724013569;;;;;
CharlieAH17;03/03/2018 01:53;0;1;#himtoo movement;;;#himtoo;9,69737E+17;https://twitter.com/CharlieAH17/status/969737442218692609;;;;;
shirleyejanke;02/03/2018 22:20;0;0;#himtoo https:// twitter.com/scamble365/sta tus/969683131736444928 …;;;#himtoo;9,69684E+17;https://twitter.com/shirleyejanke/status/969683878146379777;;;;;
scamble365;02/03/2018 22:17;1;1;The #metoo hashtag is sadly part of our culture but revelations have come so often it should be #himtoo (thanks to Tracy my coworker) who first said it #himtoo #trending;;;#metoo #himtoo #himtoo #trending;9,69683E+17;https://twitter.com/scamble365/status/969683131736444928;;;;;
scamble365;02/03/2018 22:16;0;0;The #metoo hashtag is sadly part of our culture but revelations have come so often it should be #himtoo (thanks to Tracy my coworker) who first said it #himtoo #trending;;;#metoo #himtoo #himtoo #trending;9,69683E+17;https://twitter.com/scamble365/status/969682841410920448;;;;;
dvirsky;02/03/2018 22:07;0;0;#HimToo;;;#HimToo;9,69681E+17;https://twitter.com/dvirsky/status/969680593842786305;;;;;
InformThis;02/03/2018 19:01;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat http:// ift.tt/2FKYEUk;;;#HimToo;9,69634E+17;https://twitter.com/InformThis/status/969633886107045889;;;;;
Snoop_Uptown;02/03/2018 17:46;0;0;#himtoo https:// twitter.com/tmz/status/969 610851706724352 …;;;#himtoo;9,69615E+17;https://twitter.com/Snoop_Uptown/status/969615052838928385;;;;;
wolf_knife_ceo;02/03/2018 17:09;0;0;Poor kid #himtoo;;;#himtoo;9,69606E+17;https://twitter.com/wolf_knife_ceo/status/969605670818361345;;;;;
AvaGibson88;02/03/2018 16:52;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat pic.twitter.com/gPadrddddR;;;#HimToo;9,69601E+17;https://twitter.com/AvaGibson88/status/969601429265674240;;;;;
TopPRnews;02/03/2018 16:44;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat http:// dlvr.it/QJSmhK #prnews #storystream pic.twitter.com/XLJo3tKOJc;;;#HimToo #prnews #storystream;9,69599E+17;https://twitter.com/TopPRnews/status/969599377449803776;;;;;
SocialMedia_707;02/03/2018 16:17;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat https:// goo.gl/fb/y4sPjt;;;#HimToo;9,69592E+17;https://twitter.com/SocialMedia_707/status/969592436828852230;;;;;
McDermottMG;02/03/2018 15:46;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat http:// dlvr.it/QJSPq9 pic.twitter.com/sytJxGITIJ;;;#HimToo;9,69585E+17;https://twitter.com/McDermottMG/status/969584628792156161;;;;;
AuthorJayABlum;02/03/2018 15:45;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat http:// bit.ly/2CSC5Kk;;;#HimToo;9,69585E+17;https://twitter.com/AuthorJayABlum/status/969584539021561856;;;;;
dolocaldigital;02/03/2018 15:37;0;0;#HimToo ? Ryan Seacrest In The Sex Harassment Hot Seat http:// ift.tt/2F51giE;;;#HimToo;9,69582E+17;https://twitter.com/dolocaldigital/status/969582402334060550;;;;;
MediaPost;02/03/2018 15:33;0;2;#HimToo ? #RyanSeacrest in the sex harassment hot seat http:// bit.ly/2CS7BrW pic.twitter.com/0Y0nl1DZQ8;;;#HimToo #RyanSeacrest;9,69581E+17;https://twitter.com/MediaPost/status/969581360334692352;;;;;
optixjeremy;02/03/2018 14:08;0;0;#BellLetsTaIk #metoo #himtoo #hertoo #whenwillww3startobama;;;#BellLetsTaIk #metoo #himtoo #hertoo #whenwillww3startobama;9,6956E+17;https://twitter.com/optixjeremy/status/969560003467141122;;;;;
DMNboogie;02/03/2018 08:34;0;0;@terrycrews can i get one for him? Lover of the saviour. Pleaase help. #himtoo pic.twitter.com/efocvyZ6fg;;@terrycrews;#himtoo;9,69476E+17;https://twitter.com/DMNboogie/status/969476130544734209;;;;;
joyfulnoyz;02/03/2018 08:20;0;0;#OccupyHollywood #HimToo #ClubWeinstein https:// twitter.com/tytwtf/status/ 968282150243053569 …;;;#OccupyHollywood #HimToo #ClubWeinstein;9,69473E+17;https://twitter.com/joyfulnoyz/status/969472607664988161;;;;;
MichaelMacko;02/03/2018 07:03;0;1;She’s complicit! #hertoo I guess age doesn’t care about the example to her kids because losing him means losing $$$! #metoo #himtoo #hertoo #sexualpredator #KellyRipa #RyanSeacrest @ABCNetwork @DisneyStudios pic.twitter.com/IjBDhjU9DT;;@ABCNetwork @DisneyStudios;#hertoo #metoo #himtoo #hertoo #sexualpredator #KellyRipa #RyanSeacrest;9,69453E+17;https://twitter.com/MichaelMacko/status/969453195062906880;;;;;
janetgia;02/03/2018 02:13;0;1;What about the boys? #HimToo;;;#HimToo;9,6938E+17;https://twitter.com/janetgia/status/969380185916178434;;;;;
MariaMicchelli;02/03/2018 02:04;0;0;Yeah, #HimToo . It was only a matter of time.;;;#HimToo;9,69378E+17;https://twitter.com/MariaMicchelli/status/969377846471819264;;;;;
MichaelMacko;02/03/2018 01:35;0;0;Him too... #metoo #timesup #himtoo #RyanSeacrest pic.twitter.com/vsTzwVgAXB;;;#metoo #timesup #himtoo #RyanSeacrest;9,69371E+17;https://twitter.com/MichaelMacko/status/969370540719951872;;;;;
FyodorGaribaldi;02/03/2018 00:40;0;0;"#HimToo - Making gentlemen more attractive since 2017"". #AllegationTheNewConviction PA State Rep. Nick Miccarelli (R). An L.A. County sheriff's deputy.""";;;#HimToo #AllegationTheNewConviction;9,69357E+17;https://twitter.com/FyodorGaribaldi/status/969356634928631814;;;;;
FyodorGaribaldi;02/03/2018 00:31;1;0;"#HimToo - Making me more attractive since 2017"". #AllegationTheNewConviction Ryan Seacrest, who always strikes me as asexual. Author Sherman Alexie. Steve Wynn, again. A couple of drones from Bank of America. Congressthingee Pat Meehan (R-PA) & his former chief of staff.""";;;#HimToo #AllegationTheNewConviction;9,69355E+17;https://twitter.com/FyodorGaribaldi/status/969354513537740800;;;;;
AgeArcher;01/03/2018 21:53;0;0;#himtoo;;;#himtoo;9,69315E+17;https://twitter.com/AgeArcher/status/969314630886678529;;;;;
mattkg;01/03/2018 21:11;0;1;#HimToo;;;#HimToo;9,69304E+17;https://twitter.com/mattkg/status/969304115724500992;;;;;
TheVerBoys;01/03/2018 20:13;0;3;#himtoo;;;#himtoo;9,6929E+17;https://twitter.com/TheVerBoys/status/969289599918006272;;;;;
FletcherForum;01/03/2018 16:17;0;0;"As the #MeToo movement continues to gain traction across the world, it has given way to the #himtoo debate among Indian academics,"" says Nandini Deo of @LehighU http://www. fletcherforum.org/home/2018/1/31 /from-metoo-to-himtoo-gender-and-caste-in-indian-feminism …""";;@LehighU;#MeToo #himtoo;9,6923E+17;https://twitter.com/FletcherForum/status/969230026653630464;;;;;
stubborndebater;01/03/2018 14:15;0;1;How could that be? Unacceptable, this is an outrage. I need the #MeToo @MeTooMVMT to help rebalance this clear violation of men’s rights. Women are evil, violent, beastly sexual predators, they need to be stopped. Out them all. #himtoo;;@MeTooMVMT;#MeToo #himtoo;9,69199E+17;https://twitter.com/stubborndebater/status/969199440539070465;;;;;
bruthamarc;01/03/2018 13:57;1;0;#HimToo these accusations have been ridiculous. Over them. https:// twitter.com/itsJazzyF/stat us/968960685131665408 …;;;#HimToo;9,69195E+17;https://twitter.com/bruthamarc/status/969195042844921856;;;;;
optixjeremy;01/03/2018 13:04;0;0;#Get (O())N #himtoo 's *My)((Lvael_-));;;#Get #himtoo;9,69182E+17;https://twitter.com/optixjeremy/status/969181534509924358;;;;;
kristinelevine;01/03/2018 12:08;0;1;not RYAN SEACREST too!?! #himtoo https:// twitter.com/KVOA/status/96 9083567778254848 …;;;#himtoo;9,69168E+17;https://twitter.com/kristinelevine/status/969167518353956865;;;;;
MichaelMacko;01/03/2018 09:07;0;0;Him too... #himtoo #RyanSeacrest #sexualpredator #metoo #TimesUp #AcademyAward #AcademyAwards #redcarpet #boycottE pic.twitter.com/yuLtWKDA91;;;#himtoo #RyanSeacrest #sexualpredator #metoo #TimesUp #AcademyAward #AcademyAwards #redcarpet #boycottE;9,69122E+17;https://twitter.com/MichaelMacko/status/969121894690705408;;;;;
MidSentryModern;01/03/2018 09:00;0;0;No matter their source of power, men appear bent on using it to coerce unwilling targets. Men are a f**king disaster. 1/2 of board seats, judgeships, academic positions, c-level executive roles & political appointments BELONG to women. This is the solution. #HimToo #TimesUp https:// twitter.com/LitsaDremousis /status/967437877201088512 …;;;#HimToo #TimesUp;9,6912E+17;https://twitter.com/MidSentryModern/status/969120249051140096;;;;;
