username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;;;;
WhatsLeftofDems;25/05/2018 02:50;0;0;“Iowa state senator #NateBoulton , a Democrat who had been running a reasonably viable gubernatorial campaign, has now shut it all down in the wake of multiple allegations of #sexualmisconduct published in the Des Moines Register” #newbipartisanship #HimToo https:// apple.news/AKMznnIpXSE-wY EtDNxn_Hg …;;;#NateBoulton #sexualmisconduct #newbipartisanship #HimToo;9,99815E+17;https://twitter.com/WhatsLeftofDems/status/999814899541991425;;;;;
FyodorGaribaldi;25/05/2018 02:47;0;0;"#HimToo - Making gentlemen more attractive since 2017."" Would the former NY State AG still have his job if he was really, really into getting hit BY women instead of performing the old ultra violence ON them? Would that cement his place as a feminist icon? Thus Spake Fyodor""";;;#HimToo;9,99814E+17;https://twitter.com/FyodorGaribaldi/status/999814096219525121;;;;;
oneitalia1;25/05/2018 02:42;0;0;#HimToo ? https:// twitter.com/THR/status/999 798503277846529 …;;;#HimToo;9,99813E+17;https://twitter.com/oneitalia1/status/999812952189472768;;;;;
oneitalia1;25/05/2018 02:36;0;0;@THR #HimToo ? https:// twitter.com/THR/status/999 799986958340102 …;;@THR;#HimToo;9,99811E+17;https://twitter.com/oneitalia1/status/999811297435967488;;;;;
HJTamayoEsq;25/05/2018 02:22;0;0;The #HimToo movement continues.;;;#HimToo;9,99808E+17;https://twitter.com/HJTamayoEsq/status/999807822337470464;;;;;
HJTamayoEsq;25/05/2018 02:21;0;1;#HimToo movement is alive and well.;;;#HimToo;9,99808E+17;https://twitter.com/HJTamayoEsq/status/999807574965796864;;;;;
HJTamayoEsq;25/05/2018 02:20;0;0;#HimToo;;;#HimToo;9,99807E+17;https://twitter.com/HJTamayoEsq/status/999807469768425472;;;;;
LucianFick;25/05/2018 02:19;0;0;#HimToo ?;;;#HimToo;9,99807E+17;https://twitter.com/LucianFick/status/999807147230679040;;;;;
MichelleGoucher;25/05/2018 02:16;0;0;#himtoo https:// twitter.com/hjtamayoesq/st atus/999806202681769984 …;;;#himtoo;9,99806E+17;https://twitter.com/MichelleGoucher/status/999806484450963456;;;;;
HJTamayoEsq;25/05/2018 02:15;0;1;Morgan Freeman...not #HimToo https:// twitter.com/samstein/statu s/999667091472113664 …;;;#HimToo;9,99806E+17;https://twitter.com/HJTamayoEsq/status/999806202681769984;;;;;
DesjardinsFrank;25/05/2018 02:12;0;1;J’ai écouté les enfants de la télé du 19 mai... Antoine Bertrand c’est comme un genre d’Éric Salvail... Si Pierre-Luc Funk avait été plus gros Bertrand était mort... #Agression #Vulnérabilité #HimToo;;;#Agression #Vuln #HimToo;9,99805E+17;https://twitter.com/DesjardinsFrank/status/999805482918400000;;;;;
JDJohnson_;25/05/2018 01:55;0;0;Just wanna say really, Morgan Freeman too??? #HimToo #etTuBrote;;;#HimToo #etTuBrote;9,99801E+17;https://twitter.com/JDJohnson_/status/999800978969837568;;;;;
gary_worden;25/05/2018 01:42;0;1;#MorganFreeman Almighty Best movies AlongCameASpider DrivingMissDaisy KissTheGirls JustGettingStarted DeepImpact ChainReaction Outbreak HighCrimes MillionDollarBaby ThatWasThenThisIsNow Wanted AngelHasFallen NowYouSeeMe GoneBabyGone Shawshank Oblivion Unforgiven #HimToo (InProd);;;#MorganFreeman #HimToo;9,99798E+17;https://twitter.com/gary_worden/status/999797810945028097;;;;;
Darth_Sillyness;25/05/2018 01:31;0;0;#HimToo : Eight Women Accuse Morgan Freeman of 'Inappropriate Behavior' http:// bit.ly/2J16Svx via @BreitbartNews #MeToo;;@BreitbartNews;#HimToo #MeToo;9,99795E+17;https://twitter.com/Darth_Sillyness/status/999795008088694784;;;;;
CNN_word;25/05/2018 01:31;0;0;"Weinstein claims all sexual encounters were consensual. I always agreed with myself that this is what we wanted."" #Weinstein #MeToo #HimToo http://www. foxnews.com/entertainment/ 2018/05/24/harvey-weinstein-reportedly-expected-to-surrender-to-face-sexual-misconduct-charges.amp.html?__twitter_impression=true …""";;;#Weinstein #MeToo #HimToo;9,99795E+17;https://twitter.com/CNN_word/status/999794956150521856;;;;;
JohnLaffleur;25/05/2018 01:28;0;0;#BreakingNews , new gate, #ClapperGate , #RealNews brought to you by #HimToo #HannityTraitor . #remember to #closethegate;;;#BreakingNews #ClapperGate #RealNews #HimToo #HannityTraitor #remember #closethegate;9,99794E+17;https://twitter.com/JohnLaffleur/status/999794214882988033;;;;;
samfugill;25/05/2018 01:16;0;0;Not #MorganFreeman , surely? He was my celebrity granddad for some time, you know. #metoo #himtoo;;;#MorganFreeman #metoo #himtoo;9,99791E+17;https://twitter.com/samfugill/status/999791265716858880;;;;;
gary_worden;25/05/2018 01:10;0;0;Wrong. If this is true, & more creep out of the woodwork, watch #Shawshank etc drop like stones. Everybody's going to have to rethink their Top 10 favourite movies. #MorganFreeman #HimToo #Unforgiven #DeepImpact #DrivingMissDaisy #KissTheGirls #Outbreak #AlongCameASpider;;;#Shawshank #MorganFreeman #HimToo #Unforgiven #DeepImpact #DrivingMissDaisy #KissTheGirls #Outbreak #AlongCameASpider;9,9979E+17;https://twitter.com/gary_worden/status/999789743851425795;;;;;
oneitalia1;25/05/2018 01:02;0;0;"@thehill  #HimToo ? "" https:// twitter.com/thehill/status /999751159006007298 …""";;@thehill;#HimToo;9,99788E+17;https://twitter.com/oneitalia1/status/999787647982764032;;;;;
oneitalia1;25/05/2018 01:00;0;0;" #HimToo ? "" https:// twitter.com/the_ironsheik/ status/999768631767515137 …""";;;#HimToo;9,99787E+17;https://twitter.com/oneitalia1/status/999787306319048704;;;;;
scritchie32;25/05/2018 00:56;0;1;No longer #MeToo but #HimToo;;;#MeToo #HimToo;9,99786E+17;https://twitter.com/scritchie32/status/999786328001662976;;;;;
BevReese;25/05/2018 00:26;0;0;MORGAN FREEMAN!!!! #HimToo ?;;;#HimToo;9,99779E+17;https://twitter.com/BevReese/status/999778613829435392;;;;;
newspeaknot;25/05/2018 00:18;0;0;Sounds more like sour grapes. You can march till your feet fall off, meanwhile some other man or women is out their doing a better job at building the next building and not whining about the past. I had a hard day at work too #HimToo https://www. huffingtonpost.com/entry/woman-wh o-helped-build-trump-tower-marched-in-dc-to-protest-his-presidency_us_58863452e4b0e3a7356a7283 …;;;#HimToo;9,99777E+17;https://twitter.com/newspeaknot/status/999776716909400070;;;;;
heatherjtaylor;25/05/2018 00:13;0;0;Nooooooooo not him too! Sooo disappointing #HimToo;;;#HimToo;9,99776E+17;https://twitter.com/heatherjtaylor/status/999775506735104001;;;;;
luvafrican;24/05/2018 23:39;0;0;#HimToo;;;#HimToo;9,99767E+17;https://twitter.com/luvafrican/status/999766922647531520;;;;;
CSMLuisGonzalez;24/05/2018 23:38;0;0;#HimToo;;;#HimToo;9,99767E+17;https://twitter.com/CSMLuisGonzalez/status/999766517200838656;;;;;
clownatlaw;24/05/2018 23:37;0;1;"#HIMTOO oh bless it - the hardest working""""";;;#HIMTOO;9,99766E+17;https://twitter.com/clownatlaw/status/999766335335948288;;;;;
ANTH0NYPEARS0N;24/05/2018 23:35;0;0;Probably time to start the hashtag #HimToo;;;#HimToo;9,99766E+17;https://twitter.com/ANTH0NYPEARS0N/status/999765806572589056;;;;;
SnapOutOfItUSA;24/05/2018 23:30;0;1;#HarveyWeinstein is set to turn himself in to face sexual assault charges. We can only hope he rolls on every single pedo and rapist in Hollywood and Washington. #MeToo #HimToo pic.twitter.com/BJ3hrNb29C;;;#HarveyWeinstein #MeToo #HimToo;9,99765E+17;https://twitter.com/SnapOutOfItUSA/status/999764505730023426;;;;;
DeeDeeBaby214;24/05/2018 23:10;0;1;They should do a #himtoo and let the men out these women for alleged sexual harrassment from decades ago on the job!!;;;#himtoo;9,9976E+17;https://twitter.com/DeeDeeBaby214/status/999759618799783937;;;;;
annewithb;24/05/2018 22:42;0;0;#himtoo ???;;;#himtoo;9,99752E+17;https://twitter.com/annewithb/status/999752422976294912;;;;;
StitchedBalls;24/05/2018 22:28;0;0;#HimToo https:// twitter.com/i/moments/9996 71517674909696 …;;;#HimToo;9,99749E+17;https://twitter.com/StitchedBalls/status/999749026403696641;;;;;
EveLittlepage;24/05/2018 22:26;0;0;#MeToo You are not alone. What a time to be alive. Not #HimToo;;;#MeToo #HimToo;9,99749E+17;https://twitter.com/EveLittlepage/status/999748561364443136;;;;;
higherrlevelent;24/05/2018 22:16;0;0;Everytime I see another #metoo it always looks more like a, “damnnn #himtoo ????”;;;#metoo #himtoo;9,99746E+17;https://twitter.com/higherrlevelent/status/999746063140577282;;;;;
KeithWM;24/05/2018 22:10;0;0;#himtoo;;;#himtoo;9,99744E+17;https://twitter.com/KeithWM/status/999744431401168898;;;;;
sharpndpensel;24/05/2018 22:00;0;0;#HimToo ? Come on, men. Get it together. https:// twitter.com/TwitterMoments /status/999678566840393728 …;;;#HimToo;9,99742E+17;https://twitter.com/sharpndpensel/status/999741888881192962;;;;;
contentbirder;24/05/2018 21:54;0;0;"Somewhere in India, a poster says - Oh no, not #HimToo "" #NotMorganFreemanDude pic.twitter.com/wM2x86AHCu""";;;#HimToo #NotMorganFreemanDude;9,99741E+17;https://twitter.com/contentbirder/status/999740560901459968;;;;;
SmoosieQ;24/05/2018 21:39;0;0;ICYMI - #HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/ …;;;#HimToo;9,99737E+17;https://twitter.com/SmoosieQ/status/999736772396494848;;;;;
soni_panday;24/05/2018 21:35;0;0;Another one!! Now I can’t look without wondering it’s #HimToo;;;#HimToo;9,99736E+17;https://twitter.com/soni_panday/status/999735535479545856;;;;;
rothbourne;24/05/2018 21:30;0;1;#himtoo huh?;;;#himtoo;9,99734E+17;https://twitter.com/rothbourne/status/999734483594047488;;;;;
news_flea;24/05/2018 21:22;0;0;I'm not sure that this sex assault on a male by a woman story is real. Sounds like he has issues IMHO. #MeToo #HimToo #Sex http://www. fayobserver.com/news/20180523/ fayetteville-woman-charged-with-sexually-assaulting-male-cable-worker …;;;#MeToo #HimToo #Sex;9,99732E+17;https://twitter.com/news_flea/status/999732366846451712;;;;;
DC_in_Ashburn;24/05/2018 21:20;0;0;#himtoo;;;#himtoo;9,99732E+17;https://twitter.com/DC_in_Ashburn/status/999731838393507841;;;;;
SirJustinTyler;24/05/2018 21:16;0;0;#HimToo https:// twitter.com/cnnbrk/status/ 999715433644199936 …;;;#HimToo;9,99731E+17;https://twitter.com/SirJustinTyler/status/999730890396913669;;;;;
Rhythmitech;24/05/2018 21:12;0;0;Morgan Freeman raped 1000 women. One woman for every mole/freckle. #HimToo;;;#HimToo;9,9973E+17;https://twitter.com/Rhythmitech/status/999729789341585408;;;;;
kr1sduff;24/05/2018 21:06;0;0;"His first night in the joint, Andy Dufresne cost me two packs of cigarettes. He never made a sound......I guess he liked having his ass squeezed too much by me"" #MorganFreeman #HimToo""";;;#MorganFreeman #HimToo;9,99728E+17;https://twitter.com/kr1sduff/status/999728291387985922;;;;;
JayVanorman;24/05/2018 21:04;0;1;the #HimToo movement brings new meaning to the phrase Last Man Standing. @LJT_is_me @BaderAbrahams87;;@LJT_is_me @BaderAbrahams87;#HimToo;9,99728E+17;https://twitter.com/JayVanorman/status/999727974139154432;;;;;
90210Deplorable;24/05/2018 20:59;0;0;Hollywood hypocrisy! Wasn’t Freeman disparaging Trump like many other Hollywood elites?... #HimToo #HollywoodHypocrisy https:// twitter.com/breitbartnews/ status/999706249632604161 …;;;#HimToo #HollywoodHypocrisy;9,99727E+17;https://twitter.com/90210Deplorable/status/999726545013850112;;;;;
AndreasElbk;24/05/2018 20:47;0;0;No, not god! #himtoo ?!;;;#himtoo;9,99724E+17;https://twitter.com/AndreasElbk/status/999723529338851328;;;;;
simoniswright;24/05/2018 20:44;0;0;#HimToo;;;#HimToo;9,99723E+17;https://twitter.com/simoniswright/status/999722821633880065;;;;;
LuvVolatility;24/05/2018 20:34;0;0;BREAKING: 8 Women Accuse Democrat Morgan Freeman Of Sexual Misconduct. Why so many prominent Democrats? https://www. dailywire.com/news/31045/bre aking-8-women-accuse-morgan-freeman-sexual-amanda-prestigiacomo … #HimToo;;;#HimToo;9,9972E+17;https://twitter.com/LuvVolatility/status/999720212810354690;;;;;
Micromutt;24/05/2018 20:28;0;0;#HimToo #MeToo ? pic.twitter.com/LqGHWhZaNy;;;#HimToo #MeToo;9,99719E+17;https://twitter.com/Micromutt/status/999718753473462272;;;;;
NollaigMul;24/05/2018 20:22;0;0;Ahh no not #HimToo;;;#HimToo;9,99717E+17;https://twitter.com/NollaigMul/status/999717381017624576;;;;;
Hollywoodb921;24/05/2018 20:19;0;0;I thought Morgan Freeman had a heart attack or died but damn not #Himtoo pic.twitter.com/LcMqc35s53;;;#Himtoo;9,99717E+17;https://twitter.com/Hollywoodb921/status/999716510762524677;;;;;
TimTakeda;24/05/2018 20:17;0;0;I've absolutely had it with this #MeToo business. Going after Morgan Freeman?!??!!! I'm almost too pissed to give a shit. #HimToo;;;#MeToo #HimToo;9,99716E+17;https://twitter.com/TimTakeda/status/999716132855713792;;;;;
crystalbuinews;24/05/2018 20:16;0;1;Not #HimToo .. https:// twitter.com/CNN/status/999 666912442376192 …;;;#HimToo;9,99716E+17;https://twitter.com/crystalbuinews/status/999715788859863041;;;;;
AveryRyla;24/05/2018 20:14;0;0;So glad Hollywood is finally being exposed for what it is and who they are. #Himtoo;;;#Himtoo;9,99715E+17;https://twitter.com/AveryRyla/status/999715380607307776;;;;;
freddiethekat;24/05/2018 20:11;0;0;From #MeToo to #HimToo ? https:// twitter.com/cnnbrk/status/ 999667702372487168 …;;;#MeToo #HimToo;9,99714E+17;https://twitter.com/freddiethekat/status/999714455897432064;;;;;
TyrianReign;24/05/2018 20:09;0;0;@Chloe_Melas @AnHaiPhung Looks like Morgan Freeman really was Driving Miss Daisy... #HimToo;;@Chloe_Melas @AnHaiPhung;#HimToo;9,99714E+17;https://twitter.com/TyrianReign/status/999714067727159297;;;;;
VSprus4trump;24/05/2018 19:58;0;0;#HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/ …;;;#HimToo;9,99711E+17;https://twitter.com/VSprus4trump/status/999711197334142976;;;;;
commonpatriot;24/05/2018 19:48;1;0;via @RedState : #HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct http:// dlvr.it/QTzY9T pic.twitter.com/lFzzTpIbGU;;@RedState;#HimToo;9,99709E+17;https://twitter.com/commonpatriot/status/999708635445055488;;;;;
RandallSurrey;24/05/2018 19:47;0;1;Wow, Rita! #himtoo ?;;;#himtoo;9,99708E+17;https://twitter.com/RandallSurrey/status/999708392070381568;;;;;
RefinedMayhem;24/05/2018 19:45;0;0;Morgan Freeman accused of unwanted touching, harassment by multiple women (report): https:// aol.it/2IIAhY8 We've got another turd in the punch bowl. No surprise at all reading this news. I can't even remember the last time I was surprised by celebrity creeps. #HimToo;;;#HimToo;9,99708E+17;https://twitter.com/RefinedMayhem/status/999708086511292416;;;;;
peezy_pablo;24/05/2018 19:44;0;0;was it consensual? Are you okay? #himToo;;;#himToo;9,99708E+17;https://twitter.com/peezy_pablo/status/999707765806284800;;;;;
mskadu;24/05/2018 19:42;0;0;Morgan Freeman accused of sexual harassment by multiple women. https://www. theguardian.com/film/2018/may/ 24/morgan-freeman-sexual-harassment-accusations-claims-women … #himtoo @guardian;;@guardian;#himtoo;9,99707E+17;https://twitter.com/mskadu/status/999707167816081409;;;;;
SmoosieQ;24/05/2018 19:38;0;2;#HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/ …;;;#HimToo;9,99706E+17;https://twitter.com/SmoosieQ/status/999706286395674624;;;;;
LethimTakeFifth;24/05/2018 19:38;0;0;#HimToo ? Scourge! Turn over all the Rocks! @smh #cnn #msnbc #foxnews #metoo #DNC #GOP #npr #cbs https:// apple.news/AbqOKG_C-Qce8D HwokOIsMw …;;@smh;#HimToo #cnn #msnbc #foxnews #metoo #DNC #GOP #npr #cbs;9,99706E+17;https://twitter.com/LethimTakeFifth/status/999706141524348928;;;;;
CallofCharlie;24/05/2018 19:35;1;2;Great. Who the hell is gonna play God now? #MorganFreeman #HimToo #EasyReader #WhosNext pic.twitter.com/kKhP9lvpRL;;;#MorganFreeman #HimToo #EasyReader #WhosNext;9,99705E+17;https://twitter.com/CallofCharlie/status/999705336771641344;;;;;
hidden_jackpots;24/05/2018 19:33;0;0;#HimToo #WOW https:// twitter.com/cnnbrk/status/ 999667702372487168 …;;;#HimToo #WOW;9,99705E+17;https://twitter.com/hidden_jackpots/status/999705040301510657;;;;;
QwanZone;24/05/2018 19:33;1;0;Umm... Gwinny might be putting a positive spin on rash young male territorialism here. #MeToo #HimToo #AllaThemToo #MaybeYou https:// twitter.com/i/moments/9996 26168482586624 …;;;#MeToo #HimToo #AllaThemToo #MaybeYou;9,99705E+17;https://twitter.com/QwanZone/status/999704914220732416;;;;;
Dh098017;24/05/2018 19:32;0;0;Just in time for #himtoo;;;#himtoo;9,99705E+17;https://twitter.com/Dh098017/status/999704825670651904;;;;;
sandi_libramoon;24/05/2018 19:30;0;0;#HimToo https:// twitter.com/TwitterMoments /status/999678566840393728 …;;;#HimToo;9,99704E+17;https://twitter.com/sandi_libramoon/status/999704113435889664;;;;;
RedState;24/05/2018 19:30;11;7;#HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/?utm_source=Twitter&utm_medium=social&utm_term=himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct&utm_content=0&utm_campaign=PostPromoterPro …;;;#HimToo;9,99704E+17;https://twitter.com/RedState/status/999704084801351680;;;;;
TwoWayRadioShow;24/05/2018 19:27;0;0;#HimToo https://www. dailywire.com/news/31045/bre aking-8-women-accuse-morgan-freeman-sexual-amanda-prestigiacomo?utm_source=facebook&utm_medium=social&utm_content=062316-news&utm_campaign=benshapiro …;;;#HimToo;9,99703E+17;https://twitter.com/TwoWayRadioShow/status/999703423854501888;;;;;
emptycitysquare;24/05/2018 19:26;0;2;I’d like to see Morgan Freeman try and narrate his way out of this... #himtoo ?Uffa.;;;#himtoo;9,99703E+17;https://twitter.com/emptycitysquare/status/999703120971206657;;;;;
MrSayTen;24/05/2018 19:25;0;0;#himtoo ? RT @CBSLA Eight women accuse actor Morgan Freeman of sexual harassment or inappropriate behavior. https:// cbsloc.al/2s2VsOq;;@CBSLA;#himtoo;9,99703E+17;https://twitter.com/MrSayTen/status/999702927974383616;;;;;
Wise_One8;24/05/2018 19:19;0;0;#HimToo ... ¿why do so many american men disrespect so many women? https:// twitter.com/i/moments/9996 71517674909696 …;;;#HimToo;9,99701E+17;https://twitter.com/Wise_One8/status/999701459909230594;;;;;
EnLiEretzAheret;24/05/2018 19:15;0;2;So you heard about Morgan Freeman too? #HimToo;;;#HimToo;9,997E+17;https://twitter.com/EnLiEretzAheret/status/999700305402122240;;;;;
annacodutti;24/05/2018 19:09;0;0;This latest #metoo has made it even more clear to me: It seems safer to assume that a man is a #himtoo than it is to assume he is an ally for women in this struggle. More men need to be like Alan Arkin than Morgan Freeman. https://www. cnn.com/2018/05/24/ent ertainment/morgan-freeman-accusations/index.html?utm_medium=social&utm_term=image&utm_source=twCNN&utm_content=2018-05-24T15%3A02%3A18 …;;;#metoo #himtoo;9,99699E+17;https://twitter.com/annacodutti/status/999699007948640257;;;;;
Carlsaidit;24/05/2018 19:07;0;0;Hey Morgan Freeman was a victim of harrasement way back and on a kids show. #himtoo https:// youtu.be/VkwCynNm18c;;;#himtoo;9,99699E+17;https://twitter.com/Carlsaidit/status/999698531718979585;;;;;
JustBleedMMA;24/05/2018 19:07;1;2;#HimToo ? https:// twitter.com/cnnbrk/status/ 999667702372487168 …;;;#HimToo;9,99698E+17;https://twitter.com/JustBleedMMA/status/999698294421929984;;;;;
DonVanucci;24/05/2018 18:55;0;0;#HimToo #NotSurprised https:// twitter.com/cnnbrk/status/ 999667702372487168 …;;;#HimToo #NotSurprised;9,99695E+17;https://twitter.com/DonVanucci/status/999695271465553920;;;;;
kimblecheat;24/05/2018 18:54;0;0;#HimToo !!!! Bloody hell Morgan Freeman. Maybe he'll end up in prison with Andy.;;;#HimToo;9,99695E+17;https://twitter.com/kimblecheat/status/999695171116847104;;;;;
CSMLuisGonzalez;24/05/2018 18:52;0;0;#HimToo Steve Wynn Resigns From Company Amid Sexual Misconduct Allegations https:// nyti.ms/2nEx57u;;;#HimToo;9,99695E+17;https://twitter.com/CSMLuisGonzalez/status/999694552972738563;;;;;
CSMLuisGonzalez;24/05/2018 18:51;0;0;#HimToo Tom Sizemore Sued for Allegedly Groping Child Actor https://www. hollywoodreporter.com/news/actor-tom -sizemore-sued-allegedly-groping-child-actor-1109176 … via @thr;;@thr;#HimToo;9,99694E+17;https://twitter.com/CSMLuisGonzalez/status/999694279529250817;;;;;
CSMLuisGonzalez;24/05/2018 18:48;0;0;#HimToo Multiple Women Accuse Morgan Freeman of Sexual Harassment, Inappropriate Behavior https://www. hollywoodreporter.com/news/morgan-fr eeman-accused-sexual-harassment-1114591 … via @thr;;@thr;#HimToo;9,99694E+17;https://twitter.com/CSMLuisGonzalez/status/999693677046808576;;;;;
AspiringNomad;24/05/2018 18:42;0;0;Even god??? #MorganFreeman #himtoo #whataboutthepenguins;;;#MorganFreeman #himtoo #whataboutthepenguins;9,99692E+17;https://twitter.com/AspiringNomad/status/999692247686934528;;;;;
mandaapizza;24/05/2018 18:42;0;0;Yeah no. #HimToo !? https:// twitter.com/time/status/99 9690257221156865 …;;;#HimToo;9,99692E+17;https://twitter.com/mandaapizza/status/999692204753981441;;;;;
drnels;24/05/2018 18:41;0;0;Morgan Freeman #HimToo;;;#HimToo;9,99692E+17;https://twitter.com/drnels/status/999691953393500160;;;;;
brianiselin67;24/05/2018 18:39;0;0;#himtoo https:// twitter.com/spectatorindex /status/999671775255379968 …;;;#himtoo;9,99691E+17;https://twitter.com/brianiselin67/status/999691377016496128;;;;;
ijazbm;24/05/2018 18:37;0;0;#Himtoo ?;;;#Himtoo;9,99691E+17;https://twitter.com/ijazbm/status/999690987990482945;;;;;
JohnTalalotu;24/05/2018 18:36;0;0;Oh Morgan Crosby Freeman... you silly goose .... #himtoo https:// twitter.com/stefanmolyneux /status/999671756418887680 …;;;#himtoo;9,99691E+17;https://twitter.com/JohnTalalotu/status/999690725892603904;;;;;
SavingAmerica4U;24/05/2018 18:26;8;6;#HimToo : Eight Women Accuse Morgan Freeman of 'Inappropriate Behavior' http:// bit.ly/2J16Svx;;;#HimToo;9,99688E+17;https://twitter.com/SavingAmerica4U/status/999688209104752641;;;;;
stephensacks;24/05/2018 18:25;0;0;Apparently Morgan Freeman HAS been playing Bill Cosby for a while now IRL. #HimToo ? https:// etcanada.com/news/19577/cos by-on-colbert-says-morgan-freeman-is-waiting-for-him-to-die-so-he-can-play-him-in-a-movie/ …;;;#HimToo;9,99688E+17;https://twitter.com/stephensacks/status/999687734150086656;;;;;
GiiftofGab_;24/05/2018 18:21;0;1;Shiittttt #HIMTOO lmao https:// twitter.com/nobodybutlace/ status/999686221013094400 …;;;#HIMTOO;9,99687E+17;https://twitter.com/GiiftofGab_/status/999686892802191360;;;;;
mikrmoore;24/05/2018 18:21;0;0;"apparently the voice of god was also the voice of nice bod!"" #morganfreeman #himtoo""";;;#morganfreeman #himtoo;9,99687E+17;https://twitter.com/mikrmoore/status/999686829325549568;;;;;
GiiftofGab_;24/05/2018 18:15;0;0;Just gone and start the #HimToo movement... who next? https:// twitter.com/nobodybutlace/ status/999684140780974080 …;;;#HimToo;9,99685E+17;https://twitter.com/GiiftofGab_/status/999685203114250240;;;;;
CaptnJabberJaws;24/05/2018 18:13;0;0;Well now, isn't #vancouver Transportation inking a deal with Narrator #MorganFreeman just a bad timing narrative. #HimToo ??? https:// twitter.com/joshdcaplan/st atus/999682242116050945 …;;;#vancouver #MorganFreeman #HimToo;9,99685E+17;https://twitter.com/CaptnJabberJaws/status/999684729128529920;;;;;
gypsi_minion;24/05/2018 18:11;0;0;#HIMTOO HAHAHA https:// twitter.com/newspeaknot/st atus/999624205497982977 …;;;#HIMTOO;9,99684E+17;https://twitter.com/gypsi_minion/status/999684437750136837;;;;;
sarcasticLory;24/05/2018 18:11;0;5;Morgan Freeman too? I think we need a new hashtag for these people #himtoo I’m really fucking disappointed to hear this about him.;;;#himtoo;9,99684E+17;https://twitter.com/sarcasticLory/status/999684231709233153;;;;;
GiiftofGab_;24/05/2018 18:06;0;0;Maannnnn we might as well just start a #HimToo movement... https:// twitter.com/mashable/statu s/999675537340731392 …;;;#HimToo;9,99683E+17;https://twitter.com/GiiftofGab_/status/999683148857446401;;;;;
joshdcaplan;24/05/2018 18:03;73;72;#HimToo : Eight Women Accuse Morgan Freeman of ‘Inappropriate Behavior’ http://www. breitbart.com/big-hollywood/ 2018/05/24/eight-women-accuse-morgan-freeman-of-inappropriate-behavior/ …;;;#HimToo;9,99682E+17;https://twitter.com/joshdcaplan/status/999682242116050945;;;;;
curiousiguana;24/05/2018 18:01;0;0;#himtoo;;;#himtoo;9,99682E+17;https://twitter.com/curiousiguana/status/999681779522031617;;;;;
cedantarmatog1;24/05/2018 17:59;0;0;Another celebrity MALE #Hillary supporter accused of mistreating women. #MorganFreeman #HimToo #MeToo http:// boston.cbslocal.com/2018/05/24/mor gan-freeman-sexual-harassment-inappropriate-behavior-cnn-women/amp/ …;;;#Hillary #MorganFreeman #HimToo #MeToo;9,99681E+17;https://twitter.com/cedantarmatog1/status/999681381281099777;;;;;
HoldingOn2Stars;24/05/2018 17:53;0;0;#HimToo ? https:// twitter.com/cnnbrk/status/ 999667702372487168 …;;;#HimToo;9,9968E+17;https://twitter.com/HoldingOn2Stars/status/999679725953003521;;;;;
ForMotionCreatv;24/05/2018 17:53;0;0;#metoo may have finally jumped the shark on this one. #himtoo #timesup http:// bit.ly/2J16Svx via @BreitbartNews;;@BreitbartNews;#metoo #himtoo #timesup;9,9968E+17;https://twitter.com/ForMotionCreatv/status/999679693031788545;;;;;
brianiselin67;24/05/2018 17:46;0;0;#himtoo https:// twitter.com/mashable/statu s/999675537340731392 …;;;#himtoo;9,99678E+17;https://twitter.com/brianiselin67/status/999678115747115008;;;;;
WanderBrn2;24/05/2018 17:44;0;0;#himtoo ? https://www. waynedupree.com/multiple-women -accuse-morgan-freeman-of-public-sexual-misconduct/ …;;;#himtoo;9,99678E+17;https://twitter.com/WanderBrn2/status/999677514170753025;;;;;
de_nichols;24/05/2018 17:43;0;0;I definitely thought Morgan Freeman had died before clicking to see why his name is trending. Gawd, #himtoo ? https:// twitter.com/carrickera/sta tus/999674742960480256 …;;;#himtoo;9,99677E+17;https://twitter.com/de_nichols/status/999677219843821569;;;;;
einat162;24/05/2018 17:41;0;0;"Can we change #MeToo to oh no #HimToo ? """"";;;#MeToo #HimToo;9,99677E+17;https://twitter.com/einat162/status/999676713893285888;;;;;
brucetomaso;24/05/2018 17:38;0;0;Now Morgan Freeman. #HimToo @CNN https:// cnn.it/2IGBCm9;;@CNN;#HimToo;9,99676E+17;https://twitter.com/brucetomaso/status/999676116582285312;;;;;
JackpotNick;24/05/2018 17:38;0;0;#Himtoo ?;;;#Himtoo;9,99676E+17;https://twitter.com/JackpotNick/status/999676020801191936;;;;;
