username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
SmoosieQ|2018-05-24 19:38|0|2|#HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/ …|||#HimToo|999706286395674624|https://twitter.com/SmoosieQ/status/999706286395674624
LethimTakeFifth|2018-05-24 19:38|0|0|#HimToo ? Scourge! Turn over all the Rocks! @smh #cnn #msnbc #foxnews #metoo #DNC #GOP #npr #cbs https:// apple.news/AbqOKG_C-Qce8D HwokOIsMw …||@smh|#HimToo #cnn #msnbc #foxnews #metoo #DNC #GOP #npr #cbs|999706141524348928|https://twitter.com/LethimTakeFifth/status/999706141524348928
CallofCharlie|2018-05-24 19:35|1|2|Great. Who the hell is gonna play God now? #MorganFreeman #HimToo #EasyReader #WhosNext pic.twitter.com/kKhP9lvpRL|||#MorganFreeman #HimToo #EasyReader #WhosNext|999705336771641344|https://twitter.com/CallofCharlie/status/999705336771641344
hidden_jackpots|2018-05-24 19:33|0|0|#HimToo #WOW https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#HimToo #WOW|999705040301510657|https://twitter.com/hidden_jackpots/status/999705040301510657
QwanZone|2018-05-24 19:33|1|0|Umm... Gwinny might be putting a positive spin on rash young male territorialism here. #MeToo #HimToo #AllaThemToo #MaybeYou https:// twitter.com/i/moments/9996 26168482586624 …|||#MeToo #HimToo #AllaThemToo #MaybeYou|999704914220732416|https://twitter.com/QwanZone/status/999704914220732416
Dh098017|2018-05-24 19:32|0|0|Just in time for #himtoo|||#himtoo|999704825670651904|https://twitter.com/Dh098017/status/999704825670651904
sandi_libramoon|2018-05-24 19:30|0|0|#HimToo https:// twitter.com/TwitterMoments /status/999678566840393728 …|||#HimToo|999704113435889664|https://twitter.com/sandi_libramoon/status/999704113435889664
RedState|2018-05-24 19:30|11|7|#HimToo ?! Morgan Freeman Joins the Ranks of Stars Accused of Sexual Misconduct https://www. redstate.com/smoosieq/2018/ 05/24/himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct/?utm_source=Twitter&utm_medium=social&utm_term=himtoo-morgan-freeman-joins-ranks-stars-accused-sexual-misconduct&utm_content=0&utm_campaign=PostPromoterPro …|||#HimToo|999704084801351680|https://twitter.com/RedState/status/999704084801351680
Tw0Sc00ps|2018-05-24 19:27|0|0|#HimToo https://www. dailywire.com/news/31045/bre aking-8-women-accuse-morgan-freeman-sexual-amanda-prestigiacomo?utm_source=facebook&utm_medium=social&utm_content=062316-news&utm_campaign=benshapiro …|||#HimToo|999703423854501888|https://twitter.com/Tw0Sc00ps/status/999703423854501888
emptycitysquare|2018-05-24 19:26|0|2|I’d like to see Morgan Freeman try and narrate his way out of this... #himtoo ?Uffa.|||#himtoo|999703120971206657|https://twitter.com/emptycitysquare/status/999703120971206657
MrSayTen|2018-05-24 19:25|0|0|#himtoo ? RT @CBSLA Eight women accuse actor Morgan Freeman of sexual harassment or inappropriate behavior. https:// cbsloc.al/2s2VsOq||@CBSLA|#himtoo|999702927974383616|https://twitter.com/MrSayTen/status/999702927974383616
EnLiEretzAheret|2018-05-24 19:15|0|1|So you heard about Morgan Freeman too? #HimToo|||#HimToo|999700305402122240|https://twitter.com/EnLiEretzAheret/status/999700305402122240
annacodutti|2018-05-24 19:09|0|0|This latest #metoo has made it even more clear to me: It seems safer to assume that a man is a #himtoo than it is to assume he is an ally for women in this struggle. More men need to be like Alan Arkin than Morgan Freeman. https://www. cnn.com/2018/05/24/ent ertainment/morgan-freeman-accusations/index.html?utm_medium=social&utm_term=image&utm_source=twCNN&utm_content=2018-05-24T15%3A02%3A18 …|||#metoo #himtoo|999699007948640257|https://twitter.com/annacodutti/status/999699007948640257
Carlsaidit|2018-05-24 19:07|0|0|Hey Morgan Freeman was a victim of harrasement way back and on a kids show. #himtoo https:// youtu.be/VkwCynNm18c|||#himtoo|999698531718979585|https://twitter.com/Carlsaidit/status/999698531718979585
JustBleedMMA|2018-05-24 19:07|1|2|#HimToo ? https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#HimToo|999698294421929984|https://twitter.com/JustBleedMMA/status/999698294421929984
DonVanucci|2018-05-24 18:55|0|0|#HimToo #NotSurprised https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#HimToo #NotSurprised|999695271465553920|https://twitter.com/DonVanucci/status/999695271465553920
kimblecheat|2018-05-24 18:54|0|0|#HimToo !!!! Bloody hell Morgan Freeman. Maybe he'll end up in prison with Andy.|||#HimToo|999695171116847104|https://twitter.com/kimblecheat/status/999695171116847104
CSMLuisGonzalez|2018-05-24 18:52|0|0|#HimToo Steve Wynn Resigns From Company Amid Sexual Misconduct Allegations https:// nyti.ms/2nEx57u|||#HimToo|999694552972738563|https://twitter.com/CSMLuisGonzalez/status/999694552972738563
CSMLuisGonzalez|2018-05-24 18:51|0|0|#HimToo Tom Sizemore Sued for Allegedly Groping Child Actor https://www. hollywoodreporter.com/news/actor-tom -sizemore-sued-allegedly-groping-child-actor-1109176 … via @thr||@thr|#HimToo|999694279529250817|https://twitter.com/CSMLuisGonzalez/status/999694279529250817
CSMLuisGonzalez|2018-05-24 18:48|0|0|#HimToo Multiple Women Accuse Morgan Freeman of Sexual Harassment, Inappropriate Behavior https://www. hollywoodreporter.com/news/morgan-fr eeman-accused-sexual-harassment-1114591 … via @thr||@thr|#HimToo|999693677046808576|https://twitter.com/CSMLuisGonzalez/status/999693677046808576
AspiringNomad|2018-05-24 18:42|0|0|Even god??? #MorganFreeman #himtoo #whataboutthepenguins|||#MorganFreeman #himtoo #whataboutthepenguins|999692247686934528|https://twitter.com/AspiringNomad/status/999692247686934528
mandaapizza|2018-05-24 18:42|0|0|Yeah no. #HimToo !? https:// twitter.com/time/status/99 9690257221156865 …|||#HimToo|999692204753981441|https://twitter.com/mandaapizza/status/999692204753981441
drnels|2018-05-24 18:41|0|0|Morgan Freeman #HimToo|||#HimToo|999691953393500160|https://twitter.com/drnels/status/999691953393500160
brianiselin67|2018-05-24 18:39|0|0|#himtoo https:// twitter.com/spectatorindex /status/999671775255379968 …|||#himtoo|999691377016496128|https://twitter.com/brianiselin67/status/999691377016496128
ijazbm|2018-05-24 18:37|0|0|#Himtoo ?|||#Himtoo|999690987990482945|https://twitter.com/ijazbm/status/999690987990482945
JohnTalalotu|2018-05-24 18:36|0|0|Oh Morgan Crosby Freeman... you silly goose .... #himtoo https:// twitter.com/stefanmolyneux /status/999671756418887680 …|||#himtoo|999690725892603904|https://twitter.com/JohnTalalotu/status/999690725892603904
SavingAmerica4U|2018-05-24 18:26|8|6|#HimToo : Eight Women Accuse Morgan Freeman of 'Inappropriate Behavior' http:// bit.ly/2J16Svx|||#HimToo|999688209104752641|https://twitter.com/SavingAmerica4U/status/999688209104752641
stephensacks|2018-05-24 18:25|0|0|Apparently Morgan Freeman HAS been playing Bill Cosby for a while now IRL. #HimToo ? https:// etcanada.com/news/19577/cos by-on-colbert-says-morgan-freeman-is-waiting-for-him-to-die-so-he-can-play-him-in-a-movie/ …|||#HimToo|999687734150086656|https://twitter.com/stephensacks/status/999687734150086656
GiiftofGab_|2018-05-24 18:21|0|1|Shiittttt #HIMTOO lmao https:// twitter.com/nobodybutlace/ status/999686221013094400 …|||#HIMTOO|999686892802191360|https://twitter.com/GiiftofGab_/status/999686892802191360
mikrmoore|2018-05-24 18:21|0|0|apparently the voice of god was also the voice of "nice bod!" #morganfreeman #himtoo|||#morganfreeman #himtoo|999686829325549568|https://twitter.com/mikrmoore/status/999686829325549568
GiiftofGab_|2018-05-24 18:15|0|0|Just gone and start the #HimToo movement... who next? https:// twitter.com/nobodybutlace/ status/999684140780974080 …|||#HimToo|999685203114250240|https://twitter.com/GiiftofGab_/status/999685203114250240
CaptnJabberJaws|2018-05-24 18:13|0|0|Well now, isn't #vancouver Transportation inking a deal with Narrator #MorganFreeman just a bad timing narrative. #HimToo ??? https:// twitter.com/joshdcaplan/st atus/999682242116050945 …|||#vancouver #MorganFreeman #HimToo|999684729128529920|https://twitter.com/CaptnJabberJaws/status/999684729128529920
gypsi_minion|2018-05-24 18:11|0|0|#HIMTOO HAHAHA https:// twitter.com/newspeaknot/st atus/999624205497982977 …|||#HIMTOO|999684437750136837|https://twitter.com/gypsi_minion/status/999684437750136837
sarcasticLory|2018-05-24 18:11|0|5|Morgan Freeman too? I think we need a new hashtag for these people #himtoo I’m really fucking disappointed to hear this about him.|||#himtoo|999684231709233153|https://twitter.com/sarcasticLory/status/999684231709233153
GiiftofGab_|2018-05-24 18:06|0|0|Maannnnn we might as well just start a #HimToo movement... https:// twitter.com/mashable/statu s/999675537340731392 …|||#HimToo|999683148857446401|https://twitter.com/GiiftofGab_/status/999683148857446401
joshdcaplan|2018-05-24 18:03|72|71|#HimToo : Eight Women Accuse Morgan Freeman of ‘Inappropriate Behavior’ http://www. breitbart.com/big-hollywood/ 2018/05/24/eight-women-accuse-morgan-freeman-of-inappropriate-behavior/ …|||#HimToo|999682242116050945|https://twitter.com/joshdcaplan/status/999682242116050945
curiousiguana|2018-05-24 18:01|0|0|#himtoo|||#himtoo|999681779522031617|https://twitter.com/curiousiguana/status/999681779522031617
cedantarmatog1|2018-05-24 17:59|0|0|Another celebrity MALE #Hillary supporter accused of mistreating women. #MorganFreeman #HimToo #MeToo http:// boston.cbslocal.com/2018/05/24/mor gan-freeman-sexual-harassment-inappropriate-behavior-cnn-women/amp/ …|||#Hillary #MorganFreeman #HimToo #MeToo|999681381281099777|https://twitter.com/cedantarmatog1/status/999681381281099777
HoldingOn2Stars|2018-05-24 17:53|0|0|#HimToo ? https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#HimToo|999679725953003521|https://twitter.com/HoldingOn2Stars/status/999679725953003521
ForMotionCreatv|2018-05-24 17:53|0|0|#metoo may have finally jumped the shark on this one. #himtoo #timesup http:// bit.ly/2J16Svx via @BreitbartNews||@BreitbartNews|#metoo #himtoo #timesup|999679693031788545|https://twitter.com/ForMotionCreatv/status/999679693031788545
brianiselin67|2018-05-24 17:46|0|0|#himtoo https:// twitter.com/mashable/statu s/999675537340731392 …|||#himtoo|999678115747115008|https://twitter.com/brianiselin67/status/999678115747115008
WanderBrn2|2018-05-24 17:44|0|0|#himtoo ? https://www. waynedupree.com/multiple-women -accuse-morgan-freeman-of-public-sexual-misconduct/ …|||#himtoo|999677514170753025|https://twitter.com/WanderBrn2/status/999677514170753025
de_nichols|2018-05-24 17:43|0|0|I definitely thought Morgan Freeman had died before clicking to see why his name is trending. Gawd, #himtoo ? https:// twitter.com/carrickera/sta tus/999674742960480256 …|||#himtoo|999677219843821569|https://twitter.com/de_nichols/status/999677219843821569
einat162|2018-05-24 17:41|0|0|Can we change #MeToo to "oh no #HimToo ? "|||#MeToo #HimToo|999676713893285888|https://twitter.com/einat162/status/999676713893285888
brucetomaso|2018-05-24 17:38|0|0|Now Morgan Freeman. #HimToo @CNN https:// cnn.it/2IGBCm9||@CNN|#HimToo|999676116582285312|https://twitter.com/brucetomaso/status/999676116582285312
JackpotNick|2018-05-24 17:38|0|0|#Himtoo ?|||#Himtoo|999676020801191936|https://twitter.com/JackpotNick/status/999676020801191936
MayerFertig|2018-05-24 17:36|0|0|#HimToo https:// twitter.com/cnn/status/999 666912442376192 …|||#HimToo|999675499633836033|https://twitter.com/MayerFertig/status/999675499633836033
maddielen|2018-05-24 17:34|0|0|By today’s standards, @tombrokaw is Guilty until proven otherwise. #himtoo||@tombrokaw|#himtoo|999674923022012416|https://twitter.com/maddielen/status/999674923022012416
johnbackbay|2018-05-24 17:34|0|0|Morgan Freeman. #HimToo pic.twitter.com/O3AB7eBMmv|||#HimToo|999674897784852480|https://twitter.com/johnbackbay/status/999674897784852480
Fueledbyair|2018-05-24 17:28|0|0|Not god. #himtoo https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#himtoo|999673449814650885|https://twitter.com/Fueledbyair/status/999673449814650885
reflex_division|2018-05-24 17:25|0|0|Morgan Freeman blasting Trump but that's not why he's trending! #HimToo ?|||#HimToo|999672848338767878|https://twitter.com/reflex_division/status/999672848338767878
indianguytweets|2018-05-24 17:25|0|0|Noooo ! #MorganFreeman - #HimToo ? #MeToo https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#MorganFreeman #HimToo #MeToo|999672652192276481|https://twitter.com/indianguytweets/status/999672652192276481
reflex_division|2018-05-24 17:24|0|0|yep! <-- trending Morgan Freeman #HimToo|||#HimToo|999672545472204802|https://twitter.com/reflex_division/status/999672545472204802
stephensacks|2018-05-24 17:24|0|0|#HimToo ? Did @CNN just silence The voice of God? https:// cnn.it/2IGBCm9||@CNN|#HimToo|999672472319311872|https://twitter.com/stephensacks/status/999672472319311872
KeenReport|2018-05-24 17:23|0|0|#HimToo ?|||#HimToo|999672277426880512|https://twitter.com/KeenReport/status/999672277426880512
refashionista|2018-05-24 17:20|0|0|#sigh #himtoo https:// twitter.com/HuffPost/statu s/999670899149287424 …|||#sigh #himtoo|999671397474603011|https://twitter.com/refashionista/status/999671397474603011
SemperArgentum|2018-05-24 17:15|0|0|Yup. #HimToo https:// twitter.com/samstein/statu s/999667091472113664 …|||#HimToo|999670161077612544|https://twitter.com/SemperArgentum/status/999670161077612544
tellus74|2018-05-24 17:09|0|0|Noooo.... please say it ain’t so! #HimToo https:// apple.news/AbqOKG_C-Qce8D HwokOIsMw …|||#HimToo|999668680735821824|https://twitter.com/tellus74/status/999668680735821824
kdu3142|2018-05-24 17:09|0|0|#HimToo ?! https:// twitter.com/cnnbrk/status/ 999667702372487168 …|||#HimToo|999668673760710656|https://twitter.com/kdu3142/status/999668673760710656
1HeidiHollis|2018-05-24 17:09|0|0|The world is coming to an end – when the man who played the voice of God is caught up in behaving badly! #TheOutlander #HimToo https:// apple.news/AbqOKG_C-Qce8D HwokOIsMw …|||#TheOutlander #HimToo|999668627514241025|https://twitter.com/1HeidiHollis/status/999668627514241025
CramerSez|2018-05-24 17:04|0|0|#BreakingNews #BREAKING : Here we go, again. #MorganFreeman #MeToo #HimToo https://www. cnn.com/2018/05/24/ent ertainment/morgan-freeman-accusations/index.html?adkey=bn …|||#BreakingNews #BREAKING #MorganFreeman #MeToo #HimToo|999667516115968000|https://twitter.com/CramerSez/status/999667516115968000
GiveEmHellHagan|2018-05-24 17:02|0|0|Awww hell! #HimToo Women accuse Morgan Freeman of inappropriate behavior, harassment https://www. cnn.com/2018/05/24/ent ertainment/morgan-freeman-accusations/index.html …|||#HimToo|999667078599655424|https://twitter.com/GiveEmHellHagan/status/999667078599655424
newspeaknot|2018-05-24 14:12|2|12|Not seeing much about this in the mainscream media. Maybe if they could come up with a catchy tag like #HimToo #PhonyLeftistOutrage|||#HimToo #PhonyLeftistOutrage|999624205497982977|https://twitter.com/newspeaknot/status/999624205497982977
Meanbean888|2018-05-24 13:38|0|0|#himtoo|||#himtoo|999615522500235264|https://twitter.com/Meanbean888/status/999615522500235264
Sam_Schulman|2018-05-24 05:29|0|0|Halper seems to have called respected Russian historian a slut for Putin because she is an attractive woman. #himtoo http:// dailycaller.com/2018/05/23/hal per-false-russia-claims/?utm_medium=social&utm_source=twitter&utm_campaign=site-share … via @dailycaller||@dailycaller|#himtoo|999492580315402240|https://twitter.com/Sam_Schulman/status/999492580315402240
BaconandButter|2018-05-24 02:41|0|0|She needs to be prosecuted to the fullest extent and have to pay any $$ he might have lost by these false accusations. #himtoo|||#himtoo|999450292029743104|https://twitter.com/BaconandButter/status/999450292029743104
RhyanRomaine|2018-05-24 02:18|0|0|#himtoo pic.twitter.com/OEu1HYBq7B|||#himtoo|999444594659069952|https://twitter.com/RhyanRomaine/status/999444594659069952
RandyBogle3|2018-05-23 21:46|0|0|#Himtoo|||#Himtoo|999376128199577602|https://twitter.com/RandyBogle3/status/999376128199577602
arcane475|2018-05-23 21:40|0|2|I took a class with him at Penn in 1971. He commuted weekly from NYC on the train. He was so obviously trying to score with several of the women in the class, and apparently did after class, that we took to wagering on his next conquest. #himtoo|||#himtoo|999374483042521088|https://twitter.com/arcane475/status/999374483042521088
CorySmith1980|2018-05-23 18:13|0|0|#himtoo|||#himtoo|999322455587012608|https://twitter.com/CorySmith1980/status/999322455587012608
LuckyLyzzie|2018-05-23 18:08|0|12|Unfortunately you don't seem agnostic at all. You have failed to do any form of investigation out side of a single podcast done for entertainment value, not actual journalism, justice, or investigation. So you trying to make this a #HimToo thing is crazy. @innocence is real.||@innocence|#HimToo|999321128920342528|https://twitter.com/LuckyLyzzie/status/999321128920342528
CorkysWorld|2018-05-23 16:36|0|0|With all those girls joining the troop lots of out of wedlock births coming. #PlannedParenthood must be ecstatic. #pregnancy #MeToo #HimToo|||#PlannedParenthood #pregnancy #MeToo #HimToo|999297952567902208|https://twitter.com/CorkysWorld/status/999297952567902208
CricketBe1|2018-05-23 15:54|0|0|@SenGillibrand You and the other ladies might should be looking at Sen. Al Green, if you were really serious about cleaning up Congress! Word is He used allot of $ from hush/slush funds! You might wanna be fair and unseat #himtoo||@SenGillibrand|#himtoo|999287410793091072|https://twitter.com/CricketBe1/status/999287410793091072
TheVaginalist|2018-05-23 15:20|0|0|This article has proven evergreen #junotdiaz Yes, #HimToo : How Would You React if a Man You Know and Care About Were Accused of Sexual Misconduct? - The Root https:// apple.news/AvR1ciTEYQAqmn MLF5vR9Lg …|||#junotdiaz #HimToo|999278776415608832|https://twitter.com/TheVaginalist/status/999278776415608832
oso1mex|2018-05-23 07:59|0|0|Reports: Trump fundraiser used access to get $800 million contracts https://www. cnn.com/videos/politic s/2018/05/22/trump-broidy-connection-foreman-dnt-ebof.cnn … @realDonaldTrump #selfservice #cronyism #elitemafia #CrookedTrump #DumpTrump #THIEF #TrumpDerangementSyndrome #TrumpLies #unhinged #LOCO #pervert #trumpsexprobe #trumptoo #himtoo #TimesUp||@realDonaldTrump|#selfservice #cronyism #elitemafia #CrookedTrump #DumpTrump #THIEF #TrumpDerangementSyndrome #TrumpLies #unhinged #LOCO #pervert #trumpsexprobe #trumptoo #himtoo #TimesUp|999167872994762753|https://twitter.com/oso1mex/status/999167872994762753
oso1mex|2018-05-23 04:53|0|0|Step on down step on down step on down you Pervert Enabler Just like all of Trumpos enablers @USC @realDonaldTrump #perverts #TimesUp #trumpsexprobe #trumptoo #himtoo #MeToo #realDonaldTrump #sexfreaks #Adultery #infidelity #sickbchs #LockThemUp http:// on.ktla.com/0dXnT||@USC @realDonaldTrump|#perverts #TimesUp #trumpsexprobe #trumptoo #himtoo #MeToo #realDonaldTrump #sexfreaks #Adultery #infidelity #sickbchs #LockThemUp|999121211744440320|https://twitter.com/oso1mex/status/999121211744440320
whaleswarrior|2018-05-23 03:56|0|0|#HimToo .... #BernieBridges pic.twitter.com/dniuxCb4fW|||#HimToo #BernieBridges|999106721955110912|https://twitter.com/whaleswarrior/status/999106721955110912
Micromutt|2018-05-22 17:20|0|0|#HimToo #MeToo ? http:// dailycaller.com/2018/05/21/pri mary-candidate-wife-beating-accusations/ …|||#HimToo #MeToo|998946629481709570|https://twitter.com/Micromutt/status/998946629481709570
RichFid2|2018-05-22 05:52|3|12|How 'bout Steve Wynn? #HimToo #MAGAts|||#HimToo #MAGAts|998773525753233408|https://twitter.com/RichFid2/status/998773525753233408
sph04hmh|2018-05-22 03:31|0|0|Good... new hashtag #himtoo !!!|||#himtoo|998738182081429504|https://twitter.com/sph04hmh/status/998738182081429504
robjh1|2018-05-22 00:27|6|15|A liberal MSM stop protecting #TomBrokaw . It is time he paid the piper. He isn't too old to face or answer his accusers. We the people have a right to know if a pervert walks amongst us. #SexualHarassment #Metoo #Himtoo|||#TomBrokaw #SexualHarassment #Metoo #Himtoo|998691841007550464|https://twitter.com/robjh1/status/998691841007550464
andersonatlarge|2018-05-21 20:03|0|0|#ThingsICantStopDoing I'm still shaking my head that Clay Johnson was accused of attempted rape. @cjoh was a #transparency pioneer. It's ironic that his tweets are now protected. @SunFoundation #HimToo #MeToo #Accountability https://www. huffingtonpost.com/entry/clay-joh nson-attempted-rape-dean-campaign_us_5aebb6d7e4b0c4f1932090ac?ncid=engmodushpmg00000004 …||@cjoh @SunFoundation|#ThingsICantStopDoing #transparency #HimToo #MeToo #Accountability|998625453673013248|https://twitter.com/andersonatlarge/status/998625453673013248
_Simo_Hayha|2018-05-21 05:17|0|0|#HimToo ?|||#HimToo|998402473076383746|https://twitter.com/_Simo_Hayha/status/998402473076383746
BoxerDave|2018-05-21 02:07|0|0|French filmmaker Luc Besson accused of rape in Paris https:// usat.ly/2rYAcbr #HimToo|||#HimToo|998354493942231040|https://twitter.com/BoxerDave/status/998354493942231040
NoDakPirate|2018-05-21 01:34|0|0|That's not fair Chris.... I'm sure there was a guy or two also. #himtoo|||#himtoo|998346371693449216|https://twitter.com/NoDakPirate/status/998346371693449216
oso1mex|2018-05-20 20:14|0|0|U stupid white POS bastard @realDonaldTrump #realDonaldTrump #presidentsday2018 #MoronInChief #racista #beastinchief #MoronsAreGoverningAmerica #gopee #trumpsexprobe #trumptoo #himtoo #metoo #TimesUp #pervert #whitephatpig #sexfreak #idiot #buffoon https:// apple.news/ANYaQEycGTxaOK BQrq5P8SQ …||@realDonaldTrump|#realDonaldTrump #presidentsday2018 #MoronInChief #racista #beastinchief #MoronsAreGoverningAmerica #gopee #trumpsexprobe #trumptoo #himtoo #metoo #TimesUp #pervert #whitephatpig #sexfreak #idiot #buffoon|998265642343059456|https://twitter.com/oso1mex/status/998265642343059456
WaryNichen|2018-05-20 15:51|0|2|Retour sur une ancienne vidéo J'ouvre un cabinet de voyance ? #HimToo http://www. lefigaro.fr/cinema/2018/05 /19/03002-20180519ARTFIG00120-luc-besson-vise-par-une-plainte-pour-viol.php … https://www. facebook.com/wary.nichen/po sts/1801080429968459 …|||#HimToo|998199532478484480|https://twitter.com/WaryNichen/status/998199532478484480
grahamxcski|2018-05-20 12:45|0|0|#himtoo https:// twitter.com/alexdowsett/st atus/997909347987525632 …|||#himtoo|998152780748611585|https://twitter.com/grahamxcski/status/998152780748611585
shorepatrol|2018-05-20 11:41|0|0|#himtoo ? https:// twitter.com/standardnews/s tatus/998136423877312517 …|||#himtoo|998136608074489856|https://twitter.com/shorepatrol/status/998136608074489856
DonLemonaid|2018-05-20 07:18|0|0|#HimToo https:// twitter.com/sayshummingbir d/status/997954237706440704 …|||#HimToo|998070458376310785|https://twitter.com/DonLemonaid/status/998070458376310785
tricolore|2018-05-19 20:05|0|0|#himtoo #luiitoo #luiaussi https:// twitter.com/HuffPostQuebec /statuses/997890325501956097 …|||#himtoo #luiitoo #luiaussi|997901072508309504|https://twitter.com/tricolore/status/997901072508309504
BBroutchoux|2018-05-19 18:22|0|0|#HimToo #LuiAussi #SansSurprise https:// twitter.com/brevesdepresse /status/997872348643627011 …|||#HimToo #LuiAussi #SansSurprise|997875116490051584|https://twitter.com/BBroutchoux/status/997875116490051584
MosaicoMercurio|2018-05-19 15:16|0|0|#HIMTOO https:// shiloh-project.group.shef.ac.uk/?p=2117|||#HIMTOO|997828400625614848|https://twitter.com/MosaicoMercurio/status/997828400625614848
gfritz5|2018-05-19 04:22|0|4|Unfortunate for Meek to get bad advise from his employer. #himtoo .|||#himtoo|997663773887430656|https://twitter.com/gfritz5/status/997663773887430656
umpirePK|2018-05-19 03:53|0|0|Tora bora #metoo #shetoo #himtoo chalta hai. I'm still skeptical till courts find Ali guilty. pic.twitter.com/dxVV7VSTTj|||#metoo #shetoo #himtoo|997656468756279296|https://twitter.com/umpirePK/status/997656468756279296
KellybeansTweet|2018-05-19 01:46|1|1|Yes, please. @SarahKSilverman is right. We need #HimToo movement to out all those conservative, anti-women's health politicians who secretly support abortions for their sex partners and their own daughters. #HimToo https:// twitter.com/sarahksilverma n/status/997536536496295936 …||@SarahKSilverman|#HimToo #HimToo|997624391608352768|https://twitter.com/KellybeansTweet/status/997624391608352768
Fixshorts1|2018-05-18 17:56|0|0|#HimToo pic.twitter.com/9D0GpxIRZ4|||#HimToo|997506192212717568|https://twitter.com/Fixshorts1/status/997506192212717568
ownasmallbiz|2018-05-18 17:39|0|0|#HimToo https:// twitter.com/SaraCarterDC/s tatus/997460095830319104 …|||#HimToo|997502011070283777|https://twitter.com/ownasmallbiz/status/997502011070283777
MightyGiving|2018-05-18 17:29|0|0|#HimToo|||#HimToo|997499348324896769|https://twitter.com/MightyGiving/status/997499348324896769
p368241|2018-05-18 17:05|0|0|@Alyssa_Milano @molly_knight #himtoo https:// twitter.com/BrianBanksFREE /status/997336232177758209 …||@Alyssa_Milano @molly_knight|#himtoo|997493422347833345|https://twitter.com/p368241/status/997493422347833345
Briar5TheWearRa|2018-05-18 16:17|0|0|what about johnny gosch!? why didnt u save him from the omaha sex ring? why the secrecy on the documentary- who took johnny? make amends and do whats right. #himtoo|||#himtoo|997481370418065409|https://twitter.com/Briar5TheWearRa/status/997481370418065409
raklijnstra|2018-05-18 16:10|0|1|Duidelijk een #HimToo geval. Die opdringende vrouwen altijd.|||#HimToo|997479448114089984|https://twitter.com/raklijnstra/status/997479448114089984
Dan_Ivy|2018-05-18 07:45|0|1|right after #himtoo goes viral|||#himtoo|997352367661178880|https://twitter.com/Dan_Ivy/status/997352367661178880
stephensacks|2018-05-18 03:30|0|0|#HimToo ? http://www. tmz.com/2018/05/17/dav e-matthews-band-violinist-boyd-tinsley-sued-sexual-harassment/ … via @TMZ||@TMZ|#HimToo|997288224404860929|https://twitter.com/stephensacks/status/997288224404860929
DreamWeaver61|2018-05-18 03:21|1|0|#HimToo https:// twitter.com/FDRLST/status/ 997268529211691008 …|||#HimToo|997286000752721922|https://twitter.com/DreamWeaver61/status/997286000752721922
sillymetone|2018-05-18 03:08|0|1|Reuben Foster's Ex-Girlfriend: Domestic Violence Claim 'A Money Scheme' - Bleacher Report #HimToo movement https:// apple.news/AQssc3-1MRpiUY WnKagVxtg …|||#HimToo|997282824867713025|https://twitter.com/sillymetone/status/997282824867713025
PowerfulCBD|2018-05-18 01:55|0|1|Gripping some avenatti ass!! #himtoo|||#himtoo|997264258214780928|https://twitter.com/PowerfulCBD/status/997264258214780928
nicdhana|2018-05-18 01:37|1|2|Anyone who asks for your silence in the face of injustice is not your ally, is not your friend. They are the oppressor. Anyone who claims to support us while objectifying us, while weaponizing the tokenized, is not on our side. #WeSawWhatYouDidThere #NoForcedTeaming #HimToo|||#WeSawWhatYouDidThere #NoForcedTeaming #HimToo|997259909241569284|https://twitter.com/nicdhana/status/997259909241569284
LeezerShort|2018-05-18 00:17|0|0|Same. Brutal to read. #himtoo https:// twitter.com/sopandeb/statu s/997228852232556544 …|||#himtoo|997239627135119360|https://twitter.com/LeezerShort/status/997239627135119360
WhoseLifeMatter|2018-05-18 00:04|0|4|Women like this are the reason Donald Trump will serve a second term. Flat out lies about serious accusations with no evidence to back claims. This woman should rot in a hole for trying to damage Foster's career because she didnt get her way. #HimToo|||#HimToo|997236511107141633|https://twitter.com/WhoseLifeMatter/status/997236511107141633
Mr_Hartley|2018-05-17 23:30|0|1|#HimToo https:// twitter.com/evansernoffsky /status/997168516993171457 …|||#HimToo|997227841145200641|https://twitter.com/Mr_Hartley/status/997227841145200641
TheBookOfNick|2018-05-17 23:24|0|2|#HimToo https:// twitter.com/evansernoffsky /status/997168516993171457 …|||#HimToo|997226396081573888|https://twitter.com/TheBookOfNick/status/997226396081573888
MrP_TheDJ|2018-05-17 20:38|0|1|#Himtoo , eh? https:// twitter.com/sinnamons/stat us/997170251187015681 …|||#Himtoo|997184625159102466|https://twitter.com/MrP_TheDJ/status/997184625159102466
Aheffler24|2018-05-17 20:34|0|0|#HimToo|||#HimToo|997183470622343169|https://twitter.com/Aheffler24/status/997183470622343169
